# time  ID  size  fromHost  toHost  TTL  isResponse
946.0807 M474 1494710 dtn6_39 ADB9 140 N 
949.1521 M475 1055112 dtn6_40 ADB9 140 N 
949.8047 M476 2862959 dtn8_44 ADB9 140 N 
949.8575 M477 1214660 dtn8_45 ADB9 140 N 
951.1437 M478 1127256 dtn6_39 ADB9 140 N 
953.1842 M479 2319404 dtn2_27 ADB9 140 N 
957.7259 M480 1668234 dtn1_25 ADB9 140 N 
957.7917 M481 1702085 dtn7_42 ADB9 140 N 
958.1369 M482 2664301 dtn4_33 ADB9 140 N 
959.5918 M483 2445389 dtn2_27 ADB9 140 N 
964.1621 M484 1672640 dtn7_43 ADB9 140 N 
964.3108 M485 2033739 dtn8_44 ADB9 140 N 
967.2094 M486 2968185 dtn1_24 ADB9 140 N 
974.7839 M487 2004121 dtn3_29 ADB9 140 N 
975.7807 M488 1549861 dtn7_42 ADB9 140 N 
976.6777 N6 1000000 ADB9 dtn3_30 140 N 
979.8829 M489 1533454 dtn4_34 ADB9 140 N 
985.2330 M490 2715433 dtn2_27 ADB9 140 N 
988.5423 M491 2362484 dtn1_24 ADB9 140 N 
988.9655 M492 1763759 dtn7_42 ADB9 140 N 
992.6072 M493 2185526 dtn3_29 ADB9 140 N 
992.9527 M494 1750128 dtn4_33 ADB9 140 N 
994.1753 M495 2064692 dtn3_30 ADB9 140 N 
994.4060 M496 1725542 dtn6_39 ADB9 140 N 
1000.1916 M497 2750308 dtn7_42 ADB9 140 N 
1005.6744 M498 2607943 dtn2_28 ADB9 140 N 
1008.8106 M499 2568051 dtn4_32 ADB9 140 N 
1009.6332 M500 1183281 dtn5_36 ADB9 140 N 
1010.1386 M501 1392592 dtn7_43 ADB9 140 N 
1011.0125 M502 1444616 dtn1_23 ADB9 140 N 
1014.2882 M503 2120581 dtn6_40 ADB9 140 N 
1018.1282 M504 2437701 dtn4_33 ADB9 140 N 
1018.4439 M505 2695064 dtn3_30 ADB9 140 N 
1020.4872 M506 1584879 dtn8_45 ADB9 140 N 
1020.6923 M507 2874641 dtn1_24 ADB9 140 N 
1020.8408 M508 2080309 dtn3_31 ADB9 140 N 
1022.9959 M509 2762913 dtn3_31 ADB9 140 N 
1023.1075 M510 2149173 dtn6_39 ADB9 140 N 
1026.5660 M511 1968197 dtn4_32 ADB9 140 N 
1032.3634 M512 2770201 dtn7_43 ADB9 140 N 
1033.7849 M513 2882334 dtn6_40 ADB9 140 N 
1035.6263 M514 1451985 dtn7_42 ADB9 140 N 
1036.0105 M515 2506537 dtn6_38 ADB9 140 N 
1044.5354 M516 2010340 dtn2_28 ADB9 140 N 
1047.7705 M517 1192630 dtn6_38 ADB9 140 N 
1049.8799 M518 2630100 dtn2_27 ADB9 140 N 
1049.9783 M519 1125788 dtn6_38 ADB9 140 N 
1050.1109 M520 1930574 dtn7_42 ADB9 140 N 
1052.1965 M521 2652618 dtn3_31 ADB9 140 N 
1053.8708 M522 1969896 dtn1_24 ADB9 140 N 
1054.2139 M523 1087845 dtn4_33 ADB9 140 N 
1055.7852 M524 1819618 dtn5_36 ADB9 140 N 
1056.9949 M525 2575325 dtn6_39 ADB9 140 N 
1057.1007 M526 2727662 dtn5_37 ADB9 140 N 
1058.1816 M527 2111466 dtn7_43 ADB9 140 N 
1058.5658 M528 1497390 dtn8_44 ADB9 140 N 
1061.9859 M529 1359381 dtn7_42 ADB9 140 N 
1065.3705 M530 2113594 dtn1_23 ADB9 140 N 
1065.4859 M531 1691908 dtn8_45 ADB9 140 N 
1065.7287 M532 1281165 dtn2_27 ADB9 140 N 
1069.3521 M533 1480934 dtn2_26 ADB9 140 N 
1070.2156 M534 2309748 dtn1_24 ADB9 140 N 
1070.6254 M535 1973499 dtn2_26 ADB9 140 N 
1072.1357 M536 1402523 dtn2_28 ADB9 140 N 
1072.3198 M537 2937943 dtn4_34 ADB9 140 N 
1078.3131 M538 2783893 dtn1_24 ADB9 140 N 
1081.2872 M539 2192662 dtn6_38 ADB9 140 N 
1083.1779 M540 2038844 dtn3_31 ADB9 140 N 
1083.5800 M541 2183524 dtn5_35 ADB9 140 N 
1084.6943 M542 1506947 dtn3_29 ADB9 140 N 
1086.1628 M543 1511250 dtn1_24 ADB9 140 N 
1088.0148 M544 1677009 dtn5_35 ADB9 140 N 
1089.8402 M545 1072907 dtn7_43 ADB9 140 N 
1090.4437 M546 1344210 dtn6_39 ADB9 140 N 
1093.3136 M547 2222907 dtn4_33 ADB9 140 N 
1095.2717 M548 1524737 dtn4_32 ADB9 140 N 
1096.8542 M549 1588971 dtn3_30 ADB9 140 N 
1098.5707 M550 2905120 dtn7_42 ADB9 140 N 
1098.9487 M551 1523039 dtn3_29 ADB9 140 N 
1100.0584 M552 1891368 dtn1_23 ADB9 140 N 
1101.2820 M553 2706958 dtn2_28 ADB9 140 N 
1101.6449 M554 2964884 dtn1_25 ADB9 140 N 
1102.2738 M555 1321831 dtn8_46 ADB9 140 N 
1103.0614 M556 1740646 dtn6_40 ADB9 140 N 
1103.2647 M557 2355536 dtn4_33 ADB9 140 N 
1103.4648 M558 2720507 dtn7_43 ADB9 140 N 
1105.7463 M559 1113545 dtn7_41 ADB9 140 N 
1109.0604 M560 2928462 dtn3_31 ADB9 140 N 
1111.0632 M561 2200928 dtn2_27 ADB9 140 N 
1113.6155 M562 2651655 dtn3_29 ADB9 140 N 
1115.8990 M563 1826337 dtn7_41 ADB9 140 N 
1117.8385 M564 1463729 dtn7_43 ADB9 140 N 
1124.2003 M565 2436332 dtn8_46 ADB9 140 N 
1125.8682 M566 2475438 dtn2_28 ADB9 140 N 
1125.9643 M567 1527462 dtn1_24 ADB9 140 N 
1130.3526 M568 1352975 dtn5_36 ADB9 140 N 
1134.2186 M569 1212642 dtn7_43 ADB9 140 N 
1136.0447 M570 2746020 dtn5_37 ADB9 140 N 
1136.8583 M571 2147904 dtn5_37 ADB9 140 N 
1137.0840 M572 1149731 dtn6_38 ADB9 140 N 
1138.9888 M573 2827866 dtn6_39 ADB9 140 N 
1140.1535 M574 1801597 dtn2_27 ADB9 140 N 
1144.6891 M575 2155198 dtn6_39 ADB9 140 N 
1144.9713 M576 1327248 dtn6_39 ADB9 140 N 
1146.9124 M577 1749271 dtn3_31 ADB9 140 N 
1148.2033 M578 1482219 dtn2_28 ADB9 140 N 
1149.3097 M579 2774446 dtn1_24 ADB9 140 N 
1154.2281 M580 2004019 dtn5_35 ADB9 140 N 
1154.9955 M581 1188917 dtn4_32 ADB9 140 N 
1155.9448 M582 2426263 dtn6_40 ADB9 140 N 
1156.1941 M583 2443725 dtn5_37 ADB9 140 N 
1161.4327 M584 2875534 dtn1_24 ADB9 140 N 
1163.3066 M585 1451493 dtn8_44 ADB9 140 N 
1166.2341 M586 2823974 dtn1_24 ADB9 140 N 
1174.8111 M587 1037350 dtn7_42 ADB9 140 N 
1175.9351 M588 2088278 dtn7_42 ADB9 140 N 
1179.3801 M589 2885723 dtn4_33 ADB9 140 N 
1180.9830 M590 2677074 dtn4_32 ADB9 140 N 
1182.4559 M591 2252095 dtn2_28 ADB9 140 N 
1182.5683 M592 1708194 dtn2_27 ADB9 140 N 
1182.8109 M593 2165073 dtn8_44 ADB9 140 N 
1185.0564 M594 1798187 dtn6_40 ADB9 140 N 
1189.8585 M595 2558070 dtn6_38 ADB9 140 N 
1190.3053 M596 1793337 dtn3_31 ADB9 140 N 
1195.0803 M597 2575021 dtn4_34 ADB9 140 N 
1195.5145 M598 2538738 dtn5_36 ADB9 140 N 
1196.5056 M599 2473842 dtn8_46 ADB9 140 N 
1199.1516 M600 2288382 dtn8_44 ADB9 140 N 
1204.8772 M601 1776711 dtn8_46 ADB9 140 N 
1207.9243 M602 1509017 dtn6_38 ADB9 140 N 
1210.3684 M603 2668349 dtn4_33 ADB9 140 N 
1210.6919 M604 1803011 dtn1_25 ADB9 140 N 
1217.4788 M605 2697421 dtn8_45 ADB9 140 N 
1218.8114 M606 1772257 dtn3_29 ADB9 140 N 
1219.0745 M607 2436984 dtn4_33 ADB9 140 N 
1222.2542 M608 2531888 dtn7_43 ADB9 140 N 
1222.3431 M609 2956880 dtn3_31 ADB9 140 N 
1222.9761 M610 1606296 dtn3_29 ADB9 140 N 
1225.8812 M611 2919854 dtn3_31 ADB9 140 N 
1233.4385 M612 2238870 dtn6_40 ADB9 140 N 
1233.5629 M613 1851360 dtn6_40 ADB9 140 N 
1235.9757 M614 1574518 dtn5_35 ADB9 140 N 
1240.0063 M615 2011858 dtn2_27 ADB9 140 N 
1240.3982 M616 2784093 dtn3_30 ADB9 140 N 
1244.7748 M617 2291930 dtn8_45 ADB9 140 N 
1245.6102 M618 2818460 dtn2_26 ADB9 140 N 
1250.8861 M619 2616438 dtn1_25 ADB9 140 N 
1251.2220 M620 2180090 dtn5_35 ADB9 140 N 
1252.1717 M621 1561040 dtn2_26 ADB9 140 N 
1256.2393 M622 1588592 dtn5_36 ADB9 140 N 
1256.6366 M623 1011142 dtn7_42 ADB9 140 N 
1259.2418 M624 1748951 dtn4_34 ADB9 140 N 
1262.5028 M625 2284519 dtn4_32 ADB9 140 N 
1264.0766 M626 2026731 dtn2_26 ADB9 140 N 
1264.2366 M627 1661118 dtn7_43 ADB9 140 N 
1266.2939 M628 2351954 dtn4_32 ADB9 140 N 
1267.9422 M629 2659448 dtn7_41 ADB9 140 N 
1270.8166 M630 2164120 dtn7_42 ADB9 140 N 
1271.1540 M631 2954985 dtn4_33 ADB9 140 N 
1274.2781 M632 1500111 dtn2_28 ADB9 140 N 
1279.9948 M633 1666274 dtn6_38 ADB9 140 N 
1283.2371 M634 2354351 dtn4_34 ADB9 140 N 
1289.3383 M635 1965406 dtn3_30 ADB9 140 N 
1291.1729 M636 2231732 dtn5_36 ADB9 140 N 
1295.3732 M637 1134521 dtn1_23 ADB9 140 N 
1298.4630 M638 1680210 dtn7_42 ADB9 140 N 
1300.0191 M639 1294011 dtn3_29 ADB9 140 N 
1301.1346 M640 1278080 dtn2_27 ADB9 140 N 
1302.6326 M641 1708887 dtn5_36 ADB9 140 N 
1303.2655 M642 1402484 dtn5_37 ADB9 140 N 
1305.0906 M643 1271238 dtn6_38 ADB9 140 N 
1306.2418 M644 1125636 dtn2_27 ADB9 140 N 
1307.6962 M645 2901893 dtn5_35 ADB9 140 N 
1311.9800 M646 2260700 dtn7_42 ADB9 140 N 
1316.3064 M647 1098281 dtn3_30 ADB9 140 N 
1319.1297 M648 1063729 dtn1_25 ADB9 140 N 
1320.0507 M649 1261773 dtn4_32 ADB9 140 N 
1321.9277 M650 1464785 dtn7_43 ADB9 140 N 
1330.9771 M651 2791504 dtn6_40 ADB9 140 N 
1332.5734 M652 1760152 dtn3_30 ADB9 140 N 
1334.7435 M653 2889318 dtn5_37 ADB9 140 N 
1336.0185 M654 2367576 dtn8_44 ADB9 140 N 
1336.5838 M655 1864681 dtn5_36 ADB9 140 N 
1339.3896 M656 2918905 dtn1_25 ADB9 140 N 
1340.8173 M657 2234563 dtn6_39 ADB9 140 N 
1344.0998 M658 1106210 dtn4_32 ADB9 140 N 
1344.3395 M659 2908544 dtn7_43 ADB9 140 N 
1345.4481 M660 2232826 dtn2_27 ADB9 140 N 
1345.4500 M661 1067072 dtn1_25 ADB9 140 N 
1345.5496 M662 1238538 dtn8_45 ADB9 140 N 
1346.3545 M663 1350334 dtn5_36 ADB9 140 N 
1347.8372 M664 1008641 dtn2_28 ADB9 140 N 
1351.4683 M665 2018161 dtn6_40 ADB9 140 N 
1351.5783 M666 1595586 dtn6_39 ADB9 140 N 
1353.6082 M667 1010629 dtn3_30 ADB9 140 N 
1355.0827 M668 1637796 dtn7_42 ADB9 140 N 
1355.8609 M669 1391377 dtn2_27 ADB9 140 N 
1361.0331 M670 2215701 dtn4_33 ADB9 140 N 
1362.2782 M671 1497649 dtn4_34 ADB9 140 N 
1363.2069 M672 1380806 dtn4_32 ADB9 140 N 
1365.2945 M673 2452493 dtn3_30 ADB9 140 N 
1367.8208 M674 2438223 dtn3_31 ADB9 140 N 
1370.7617 M675 1138869 dtn3_29 ADB9 140 N 
1371.5530 M676 1163332 dtn4_34 ADB9 140 N 
1374.0230 M677 2603443 dtn5_35 ADB9 140 N 
1377.9202 M678 2156610 dtn1_25 ADB9 140 N 
1381.2932 M679 2695384 dtn1_23 ADB9 140 N 
1383.5915 M680 1136596 dtn6_39 ADB9 140 N 
1384.8599 M681 2497154 dtn5_37 ADB9 140 N 
1385.1960 M682 2422635 dtn7_42 ADB9 140 N 
1385.7178 M683 1501651 dtn7_43 ADB9 140 N 
1386.4149 M684 1428087 dtn4_33 ADB9 140 N 
1392.5036 M685 2166935 dtn4_33 ADB9 140 N 
1392.6224 M686 2967610 dtn6_38 ADB9 140 N 
1392.6879 M687 2834066 dtn7_43 ADB9 140 N 
1393.3325 M688 2449037 dtn3_30 ADB9 140 N 
1399.3943 M689 2817209 dtn2_26 ADB9 140 N 
1400.0749 M690 2162678 dtn4_33 ADB9 140 N 
1407.1480 M691 1031116 dtn3_31 ADB9 140 N 
1408.7693 M692 2726414 dtn2_26 ADB9 140 N 
1409.2531 M693 2367498 dtn4_32 ADB9 140 N 
1409.5868 M694 2783175 dtn7_43 ADB9 140 N 
1409.9698 M695 1015367 dtn5_35 ADB9 140 N 
1412.6290 M696 1224672 dtn5_36 ADB9 140 N 
1413.8811 M697 1989074 dtn3_29 ADB9 140 N 
1415.7242 M698 2342486 dtn4_34 ADB9 140 N 
1417.6652 M699 1221556 dtn4_34 ADB9 140 N 
1418.2746 M700 1573836 dtn8_45 ADB9 140 N 
1418.5952 M701 1465714 dtn8_46 ADB9 140 N 
1422.6573 M702 2402071 dtn1_24 ADB9 140 N 
1432.5962 M703 2545835 dtn7_42 ADB9 140 N 
1433.2582 M704 1276179 dtn1_24 ADB9 140 N 
1434.2959 M705 1523818 dtn4_33 ADB9 140 N 
1435.9008 M706 2539440 dtn2_27 ADB9 140 N 
1437.2194 M707 2392779 dtn3_30 ADB9 140 N 
1437.2316 M708 1565990 dtn2_27 ADB9 140 N 
1437.7606 M709 1474576 dtn1_24 ADB9 140 N 
1439.8862 M710 2920698 dtn7_42 ADB9 140 N 
1441.0784 M711 1999610 dtn7_42 ADB9 140 N 
1442.0490 M712 1203835 dtn8_44 ADB9 140 N 
1443.4723 M713 2951254 dtn2_26 ADB9 140 N 
1446.2365 M714 2252332 dtn2_28 ADB9 140 N 
1447.8082 M715 2692669 dtn6_39 ADB9 140 N 
1450.4549 M716 1611266 dtn3_31 ADB9 140 N 
1451.0642 M717 2560574 dtn7_41 ADB9 140 N 
1456.1310 M718 2593823 dtn3_29 ADB9 140 N 
1457.1301 M719 2651708 dtn8_44 ADB9 140 N 
1457.5558 M720 2276159 dtn5_37 ADB9 140 N 
1458.1171 M721 2253925 dtn3_29 ADB9 140 N 
1458.2865 M722 1922869 dtn7_41 ADB9 140 N 
1459.1738 N7 1000000 ADB9 dtn3_31 140 N 
1462.6014 M723 1606236 dtn8_44 ADB9 140 N 
1463.0626 M724 1748858 dtn3_31 ADB9 140 N 
1471.6319 M725 1176625 dtn7_43 ADB9 140 N 
1473.0467 M726 2142172 dtn7_43 ADB9 140 N 
1473.3390 M727 2588801 dtn7_42 ADB9 140 N 
1474.4752 M728 1674649 dtn4_32 ADB9 140 N 
1476.7405 M729 1611808 dtn7_42 ADB9 140 N 
1477.3638 M730 1336503 dtn6_39 ADB9 140 N 
1477.9619 M731 1604199 dtn6_38 ADB9 140 N 
1481.0647 M732 2849559 dtn1_25 ADB9 140 N 
1481.4796 M733 1493175 dtn7_43 ADB9 140 N 
1484.2740 M734 1615588 dtn2_26 ADB9 140 N 
1489.9835 M735 1100196 dtn2_26 ADB9 140 N 
1490.5109 N8 1000000 ADB9 dtn3_31 140 N 
1490.8355 M736 2114965 dtn1_23 ADB9 140 N 
1492.6275 M737 2697484 dtn7_43 ADB9 140 N 
1493.8777 M738 1860960 dtn5_35 ADB9 140 N 
1494.7772 M739 2534341 dtn8_46 ADB9 140 N 
1495.6695 M740 2556054 dtn1_24 ADB9 140 N 
1495.6819 M741 2213497 dtn3_31 ADB9 140 N 
1496.0466 M742 1191567 dtn4_34 ADB9 140 N 
1496.5506 M743 1833994 dtn8_44 ADB9 140 N 
1496.8425 M744 1657041 dtn2_27 ADB9 140 N 
1500.1632 M745 1757669 dtn8_44 ADB9 140 N 
1507.4811 M746 2457312 dtn1_23 ADB9 140 N 
1508.8996 M747 1912264 dtn4_33 ADB9 140 N 
1512.0804 M748 1467047 dtn8_45 ADB9 140 N 
1513.0488 M749 2503992 dtn4_34 ADB9 140 N 
1516.1806 M750 2958742 dtn5_37 ADB9 140 N 
1519.3883 M751 1775459 dtn1_25 ADB9 140 N 
1520.2930 M752 1515964 dtn4_32 ADB9 140 N 
1521.1937 M753 2595811 dtn7_43 ADB9 140 N 
1521.6113 M754 1833130 dtn3_29 ADB9 140 N 
1521.8102 M755 2056813 dtn3_30 ADB9 140 N 
1524.2920 M756 2216746 dtn6_39 ADB9 140 N 
1525.1872 M757 1340818 dtn3_29 ADB9 140 N 
1532.5192 M758 2851925 dtn3_30 ADB9 140 N 
1532.8345 M759 2980839 dtn5_37 ADB9 140 N 
1533.1396 M760 1276504 dtn8_45 ADB9 140 N 
1534.4964 M761 1596664 dtn7_41 ADB9 140 N 
1536.0919 M762 1174962 dtn7_42 ADB9 140 N 
1536.5781 M763 2373401 dtn5_37 ADB9 140 N 
1543.5399 M764 1813361 dtn5_36 ADB9 140 N 
1543.6795 M765 2125117 dtn8_46 ADB9 140 N 
1545.4448 M766 2970119 dtn2_28 ADB9 140 N 
1548.6300 M767 2429976 dtn8_44 ADB9 140 N 
1552.2125 M768 2468600 dtn7_41 ADB9 140 N 
1558.4516 M769 1307406 dtn8_46 ADB9 140 N 
1561.9985 M770 2596269 dtn8_44 ADB9 140 N 
1568.1781 M771 2866013 dtn4_32 ADB9 140 N 
1570.7013 M772 1299969 dtn3_30 ADB9 140 N 
1574.9357 M773 2771913 dtn2_28 ADB9 140 N 
1575.1612 M774 2955534 dtn3_29 ADB9 140 N 
1580.2984 M775 2885253 dtn1_24 ADB9 140 N 
1581.1074 M776 1763843 dtn6_40 ADB9 140 N 
1581.1390 M777 1421644 dtn1_23 ADB9 140 N 
1587.0412 M778 1801556 dtn8_45 ADB9 140 N 
1587.3604 M779 1121202 dtn5_36 ADB9 140 N 
1587.7644 M780 1741265 dtn3_31 ADB9 140 N 
1588.0849 M781 1203425 dtn1_23 ADB9 140 N 
1590.6359 M782 2061994 dtn2_27 ADB9 140 N 
1590.6603 M783 2180356 dtn4_32 ADB9 140 N 
1592.8570 M784 2431023 dtn3_29 ADB9 140 N 
1595.1681 M785 2736464 dtn2_26 ADB9 140 N 
1595.9594 M786 1855650 dtn1_23 ADB9 140 N 
1595.9694 M787 2374459 dtn1_24 ADB9 140 N 
1596.3262 M788 1565577 dtn3_29 ADB9 140 N 
1596.9365 M789 2044041 dtn2_26 ADB9 140 N 
1600.7152 M790 2950717 dtn5_35 ADB9 140 N 
1603.3681 M791 2894325 dtn6_40 ADB9 140 N 
1604.2228 M792 1507016 dtn8_46 ADB9 140 N 
1606.4659 M793 1904500 dtn6_39 ADB9 140 N 
1607.0321 M794 2510481 dtn6_39 ADB9 140 N 
1607.0693 M795 1126408 dtn8_44 ADB9 140 N 
1607.7157 M796 1891781 dtn6_40 ADB9 140 N 
1607.8186 M797 2221535 dtn2_28 ADB9 140 N 
1608.3834 M798 2708750 dtn7_41 ADB9 140 N 
1609.7424 M799 2040836 dtn8_46 ADB9 140 N 
1609.9257 M800 2759143 dtn5_35 ADB9 140 N 
1611.8730 M801 2276364 dtn1_23 ADB9 140 N 
1613.3234 M802 2906722 dtn5_35 ADB9 140 N 
1614.0561 M803 2104528 dtn7_41 ADB9 140 N 
1615.9263 M804 1666129 dtn6_40 ADB9 140 N 
1620.8815 M805 2173789 dtn4_33 ADB9 140 N 
1623.3793 M806 2055939 dtn3_30 ADB9 140 N 
1623.3904 M807 2327910 dtn7_42 ADB9 140 N 
1623.9078 M808 2077756 dtn4_32 ADB9 140 N 
1627.9931 M809 2032037 dtn6_39 ADB9 140 N 
1629.9371 M810 1876947 dtn5_36 ADB9 140 N 
1630.2574 M811 2310197 dtn6_38 ADB9 140 N 
1630.4361 M812 1844076 dtn1_25 ADB9 140 N 
1634.8057 M813 1311508 dtn5_36 ADB9 140 N 
1639.9349 M814 2885734 dtn2_27 ADB9 140 N 
1644.0557 M815 1807258 dtn2_28 ADB9 140 N 
1645.2393 M816 2178117 dtn1_23 ADB9 140 N 
1645.8417 M817 1408326 dtn5_37 ADB9 140 N 
1647.9408 M818 1902439 dtn3_29 ADB9 140 N 
1648.6165 M819 2089090 dtn6_39 ADB9 140 N 
1649.2533 M820 1053573 dtn3_31 ADB9 140 N 
1651.0506 M821 2517233 dtn3_31 ADB9 140 N 
1652.0575 M822 2543137 dtn8_44 ADB9 140 N 
1654.1539 M823 1214504 dtn6_40 ADB9 140 N 
1656.3485 M824 2778773 dtn6_39 ADB9 140 N 
1664.4073 M825 2194866 dtn6_40 ADB9 140 N 
1665.8552 M826 2612770 dtn7_42 ADB9 140 N 
1677.9508 M827 2245615 dtn3_30 ADB9 140 N 
1682.9000 M828 2220673 dtn2_26 ADB9 140 N 
1683.9303 M829 2586875 dtn1_24 ADB9 140 N 
1684.5383 M830 1254659 dtn8_46 ADB9 140 N 
1684.9124 M831 2507876 dtn2_27 ADB9 140 N 
1686.7643 M832 2466831 dtn1_24 ADB9 140 N 
1689.8906 M833 2676386 dtn7_42 ADB9 140 N 
1692.6668 M834 1486795 dtn2_26 ADB9 140 N 
1692.8565 M835 2656986 dtn8_45 ADB9 140 N 
1693.7134 M836 1799155 dtn8_44 ADB9 140 N 
1693.9116 M837 1294353 dtn5_36 ADB9 140 N 
1697.4887 M838 1602682 dtn4_34 ADB9 140 N 
1697.5660 M839 1413418 dtn3_30 ADB9 140 N 
1698.4826 M840 2604969 dtn3_29 ADB9 140 N 
1698.7724 N9 1000000 ADB9 dtn4_34 140 N 
1699.2909 M841 2150414 dtn6_40 ADB9 140 N 
1699.9825 M842 2416809 dtn8_46 ADB9 140 N 
1710.2155 M843 2769422 dtn6_40 ADB9 140 N 
1710.8212 M844 1081187 dtn6_38 ADB9 140 N 
1711.7390 M845 2125998 dtn3_30 ADB9 140 N 
1712.4645 M846 2558295 dtn6_40 ADB9 140 N 
1713.0325 M847 2442913 dtn4_33 ADB9 140 N 
1716.1759 M848 1684266 dtn2_26 ADB9 140 N 
1719.5202 M849 1388003 dtn3_31 ADB9 140 N 
1721.2604 M850 2772807 dtn4_33 ADB9 140 N 
1723.7131 M851 1030526 dtn3_31 ADB9 140 N 
1724.6071 M852 2396425 dtn3_31 ADB9 140 N 
1729.5379 M853 1935143 dtn6_40 ADB9 140 N 
1733.8823 M854 1910157 dtn8_45 ADB9 140 N 
1734.7652 M855 2780283 dtn1_23 ADB9 140 N 
1738.9389 M856 1899372 dtn2_28 ADB9 140 N 
1743.0655 M857 1818700 dtn1_24 ADB9 140 N 
1743.4363 M858 2805681 dtn1_23 ADB9 140 N 
1747.3619 M859 2370441 dtn4_32 ADB9 140 N 
1747.5799 M860 2848272 dtn6_38 ADB9 140 N 
1758.5943 M861 2196202 dtn6_38 ADB9 140 N 
1761.9195 M862 1466867 dtn6_39 ADB9 140 N 
1767.0434 M863 1901874 dtn6_39 ADB9 140 N 
1767.0833 M864 2046363 dtn8_45 ADB9 140 N 
1768.2464 M865 2692589 dtn2_27 ADB9 140 N 
1768.7399 M866 2761909 dtn3_31 ADB9 140 N 
1771.9171 M867 1046967 dtn4_32 ADB9 140 N 
1772.0938 M868 2154196 dtn2_28 ADB9 140 N 
1775.8723 M869 1243072 dtn4_33 ADB9 140 N 
1779.0058 M870 1187326 dtn8_44 ADB9 140 N 
1780.9670 M871 1569868 dtn1_24 ADB9 140 N 
1782.3803 M872 1895029 dtn6_38 ADB9 140 N 
1782.4220 M873 1668129 dtn3_30 ADB9 140 N 
1785.1456 M874 1195555 dtn4_33 ADB9 140 N 
1787.5272 M875 2778233 dtn4_33 ADB9 140 N 
1788.4448 M876 2364068 dtn7_43 ADB9 140 N 
1788.8588 M877 1957003 dtn1_24 ADB9 140 N 
1790.5110 M878 1720969 dtn3_31 ADB9 140 N 
1800.5807 M879 2191510 dtn5_35 ADB9 140 N 
1801.0192 M880 2491401 dtn7_43 ADB9 140 N 
1804.7797 M881 2717762 dtn6_38 ADB9 140 N 
1805.3137 M882 1565069 dtn1_25 ADB9 140 N 
1809.4582 M883 2336491 dtn5_35 ADB9 140 N 
1813.5769 M884 1605633 dtn2_26 ADB9 140 N 
1814.3406 M885 2882695 dtn6_39 ADB9 140 N 
1815.1278 M886 1586573 dtn5_35 ADB9 140 N 
1815.2278 M887 2958699 dtn2_27 ADB9 140 N 
1817.3593 M888 1387385 dtn7_42 ADB9 140 N 
1821.1295 M889 2391776 dtn2_27 ADB9 140 N 
1822.3153 M890 2652169 dtn7_42 ADB9 140 N 
1826.0700 M891 2516628 dtn8_46 ADB9 140 N 
1828.4631 M892 1480926 dtn1_24 ADB9 140 N 
1829.7138 M893 2137227 dtn7_43 ADB9 140 N 
1830.0144 M894 2235113 dtn8_46 ADB9 140 N 
1830.7140 M895 2903404 dtn8_46 ADB9 140 N 
1831.4045 M896 1620792 dtn3_29 ADB9 140 N 
1831.7427 M897 2601479 dtn6_38 ADB9 140 N 
1832.1829 M898 2271339 dtn2_28 ADB9 140 N 
1832.3109 M899 2618019 dtn5_37 ADB9 140 N 
1832.4631 M900 1412958 dtn8_45 ADB9 140 N 
1832.6801 M901 1674183 dtn7_43 ADB9 140 N 
1833.4422 M902 1965724 dtn4_33 ADB9 140 N 
1835.4835 M903 2368584 dtn8_44 ADB9 140 N 
1837.7907 M904 2921165 dtn8_44 ADB9 140 N 
1840.2951 M905 2693372 dtn8_45 ADB9 140 N 
1841.3177 M906 2772620 dtn1_24 ADB9 140 N 
1843.2070 M907 1783986 dtn5_35 ADB9 140 N 
1845.9679 M908 2330266 dtn8_44 ADB9 140 N 
1846.0349 N10 1000000 ADB9 dtn1_23 140 N 
1852.6929 M909 2822790 dtn6_39 ADB9 140 N 
1857.7170 M910 2879367 dtn2_27 ADB9 140 N 
1862.6200 M911 1828597 dtn6_38 ADB9 140 N 
1863.9655 M912 2540430 dtn2_28 ADB9 140 N 
1865.2296 M913 1135999 dtn2_28 ADB9 140 N 
1865.5886 M914 1173510 dtn6_39 ADB9 140 N 
1866.4796 M915 2997893 dtn1_24 ADB9 140 N 
1866.8978 M916 2223193 dtn8_44 ADB9 140 N 
1869.0904 M917 2459756 dtn2_26 ADB9 140 N 
1875.0507 M918 1238829 dtn7_42 ADB9 140 N 
1878.9560 M919 1986419 dtn1_23 ADB9 140 N 
1879.6563 M920 1805159 dtn8_44 ADB9 140 N 
1879.8386 M921 2756105 dtn5_36 ADB9 140 N 
1884.4851 M922 2628981 dtn3_31 ADB9 140 N 
1884.9371 M923 2715594 dtn2_27 ADB9 140 N 
1890.4578 M924 1062359 dtn7_43 ADB9 140 N 
1891.3422 M925 1337016 dtn2_26 ADB9 140 N 
1892.3026 M926 1730547 dtn2_26 ADB9 140 N 
1895.0025 M927 1510158 dtn8_45 ADB9 140 N 
1901.0870 M928 2965905 dtn2_28 ADB9 140 N 
1902.2362 M929 2669070 dtn6_39 ADB9 140 N 
1917.1898 M930 2683705 dtn3_31 ADB9 140 N 
1919.5546 M931 1223641 dtn4_32 ADB9 140 N 
1919.8424 M932 2408831 dtn4_34 ADB9 140 N 
1920.8850 M933 1668482 dtn8_46 ADB9 140 N 
1921.3628 M934 2382688 dtn8_44 ADB9 140 N 
